3.830222215594868552e-04 8.191300199831117086e-05
1.149066664678465716e-03 5.739340634205403148e-04
1.915111107797451678e-03 1.556664251939219408e-03
2.681155550916389067e-03 3.029239387928814482e-03
3.447199994035394545e-03 4.992690743147894065e-03
4.213244437154407829e-03 7.445480547809611022e-03
4.979288880273402898e-03 1.039265811730911634e-02
5.745333323392354599e-03 1.381227694429818138e-02
6.511377766511368750e-03 1.774371855588134997e-02
7.277422209630199021e-03 2.215009214206208055e-02
8.043466652749204499e-03 2.704911077434935668e-02
8.809511095868204772e-03 3.242433806956320635e-02
9.575555538987255352e-03 3.829023924587664218e-02
1.034159998210618277e-02 4.464099871381572299e-02
1.110764442522507549e-02 5.146029366063472471e-02
1.187368886834421454e-02 5.876726266260245274e-02
1.263973331146303961e-02 6.655769578121076280e-02
1.340577775458222029e-02 7.483888241076350201e-02
1.417182219770105056e-02 8.358042092089908170e-02
1.493786664082015492e-02 9.277467206816066014e-02
1.570391108393896437e-02 1.024469476998883105e-01
1.646995552705818322e-02 1.126378498990019267e-01
1.723599997017697186e-02 1.232299429203461694e-01
1.800204441329574662e-02 1.343069869172334452e-01
1.876808885641486832e-02 1.458792228098489407e-01
1.953413329953394492e-02 1.578673418837362730e-01
2.030017774265303193e-02 1.703207172533926228e-01
2.106622218577177894e-02 1.832794680010408628e-01
2.183226662889075145e-02 1.966076229034248446e-01
2.259831107201000500e-02 2.104502492617925935e-01
2.336435551512902609e-02 2.246841035739588488e-01
2.413039995824775921e-02 2.393970266964222382e-01
2.489644440136675602e-02 2.545324696908168871e-01
2.566248884448546139e-02 2.701284159930401607e-01
2.642853328760487105e-02 2.861407323934542779e-01
2.719457773072382969e-02 3.025912087505321924e-01
2.796062217384253853e-02 3.194614975648232824e-01
2.872666661696141738e-02 3.367181464691311188e-01
2.949271106008092766e-02 3.544619785954467583e-01
3.025875550319985854e-02 3.725777029827908038e-01
3.102479994631855004e-02 3.911296984024517642e-01
3.179084438943745317e-02 4.100409118837693989e-01
3.255688883255614119e-02 4.293754232597618015e-01
3.332293327567563412e-02 4.491223062714185255e-01
3.408897771879447480e-02 4.692506828147170461e-01
3.485502216191348895e-02 4.897653998669216913e-01
3.562106660503239208e-02 5.106995286163024117e-01
3.638711104815179481e-02 5.319882347044259108e-01
3.715315549127066325e-02 5.536304490027221803e-01
3.791919993438933739e-02 5.757317659068258431e-01
3.868524437750818501e-02 5.980906018123031131e-01
3.945128882062685916e-02 6.208916104964518068e-01
4.021733326374619250e-02 6.440087118070474403e-01
4.098337770686501236e-02 6.674129583374478480e-01
4.174942214998451917e-02 6.912908236027127673e-01
4.251546659310336679e-02 7.154647957088253740e-01
