6.499999999999996449e-04 2.461538461538460572e-07
1.949999999999998826e-03 1.709230769230769041e-06
3.249999999999998116e-03 4.799230769230771432e-06
4.550000000000003694e-03 9.351538461538458661e-06
5.850000000000010573e-03 1.548923076923077157e-05
7.150000000000014851e-03 2.326230769230769698e-05
8.450000000000011321e-03 3.209769230769231508e-05
9.750000000000019068e-03 4.321230769230770079e-05
1.104999999999999559e-02 5.536076923076924296e-05
1.235000000000002068e-02 6.933538461538461145e-05
1.364999999999998506e-02 8.470153846153847415e-05
1.495000000000002230e-02 1.018584615384615557e-04
1.624999999999997974e-02 1.205330769230769232e-04
1.755000000000000310e-02 1.404869230769230815e-04
1.885000000000000217e-02 1.634723076923076505e-04
2.015000000000002206e-02 1.874615384615384728e-04
2.144999999999996909e-02 2.127223076923076550e-04
2.274999999999996469e-02 2.409215384615384116e-04
2.405000000000002275e-02 2.700407692307692340e-04
2.535000000000002182e-02 3.009338461538461277e-04
2.664999999999996191e-02 3.347746153846153667e-04
2.794999999999994364e-02 3.703253846153844249e-04
2.925000000000003639e-02 4.063553846153847965e-04
3.055000000000001811e-02 4.448007692307692751e-04
3.184999999999995474e-02 4.871584615384613802e-04
3.314999999999992952e-02 5.307330769230769870e-04
3.445000000000001533e-02 5.769599999999999512e-04
3.574999999999996930e-02 6.243061538461535179e-04
3.704999999999999960e-02 6.733861538461538001e-04
3.834999999999997439e-02 7.268176923076922298e-04
3.965000000000004632e-02 7.808346153846156597e-04
4.095000000000000723e-02 8.378699999999998909e-04
4.224999999999994732e-02 8.974099999999998528e-04
4.354999999999990129e-02 9.600815384615384853e-04
4.484999999999994547e-02 1.026808461538461894e-03
4.614999999999989250e-02 1.093778461538461640e-03
4.745000000000005463e-02 1.163500000000000038e-03
4.875000000000001554e-02 1.235993846153846543e-03
5.005000000000008054e-02 1.313987692307691827e-03
5.134999999999999981e-02 1.391229230769230234e-03
5.264999999999993296e-02 1.473020769230769375e-03
5.394999999999988000e-02 1.558871538461538029e-03
5.524999999999992417e-02 1.647206923076922642e-03
5.654999999999985039e-02 1.737455384615384842e-03
5.785000000000008885e-02 1.833239999999999653e-03
5.915000000000012609e-02 1.930383846153845917e-03
6.045000000000007312e-02 2.030744615384614919e-03
6.174999999999999933e-02 2.136109230769230299e-03
6.304999999999995330e-02 2.243740769230768636e-03
6.434999999999996279e-02 2.357016923076922597e-03
6.564999999999991676e-02 2.470478461538462307e-03
6.695000000000017604e-02 2.587556923076923462e-03
6.825000000000013001e-02 2.711934615384616141e-03
6.955000000000012561e-02 2.836513076923077425e-03
7.085000000000006570e-02 2.968429230769230407e-03
7.215000000000000580e-02 3.100549230769229867e-03
7.344999999999993201e-02 3.237563076923077009e-03
7.474999999999992761e-02 3.384196153846154038e-03
7.604999999999986771e-02 3.532468461538462376e-03
7.735000000000005760e-02 3.681719230769230078e-03
7.864999999999999769e-02 3.835271538461538718e-03
7.994999999999997942e-02 3.995820000000000621e-03
8.124999999999990563e-02 4.160887692307694077e-03
8.255000000000016491e-02 4.325837692307691121e-03
8.385000000000010500e-02 4.499763076923077657e-03
8.515000000000008673e-02 4.677194615384616498e-03
8.645000000000002682e-02 4.862309230769230536e-03
8.775000000000020284e-02 5.050039999999998697e-03
8.905000000000014293e-02 5.241962307692304979e-03
9.035000000000012466e-02 5.440000769230769750e-03
9.165000000000005087e-02 5.639771538461539266e-03
9.294999999999999096e-02 5.847359999999998496e-03
9.424999999999991718e-02 6.063196923076922054e-03
9.554999999999988503e-02 6.281500769230770852e-03
9.684999999999982512e-02 6.502844615384614606e-03
9.814999999999995950e-02 6.731832307692305756e-03
9.944999999999988571e-02 6.968161538461538872e-03
1.007499999999998536e-01 7.207344615384616605e-03
1.020499999999997798e-01 7.453595384615384171e-03
1.033500000000002472e-01 7.706443076923075002e-03
1.046500000000001873e-01 7.963332307692310916e-03
1.059500000000001552e-01 8.225883846153849918e-03
1.072500000000000953e-01 8.504430000000002057e-03
1.085500000000002158e-01 8.771910769230770177e-03
1.098500000000001420e-01 9.057006923076919847e-03
1.111500000000001098e-01 9.347097692307687264e-03
1.124500000000000360e-01 9.632981538461538040e-03
1.137499999999999761e-01 9.939805384615382419e-03
1.150499999999999023e-01 1.024766538461538423e-02
1.163499999999998563e-01 1.056335692307692337e-02
1.176499999999997964e-01 1.088569153846154040e-02
1.189499999999998892e-01 1.121477923076923122e-02
1.202499999999998154e-01 1.155049769230769366e-02
1.215499999999997693e-01 1.189253230769230819e-02
1.228499999999996956e-01 1.224242923076922750e-02
1.241500000000003018e-01 1.260010615384615264e-02
1.254500000000002280e-01 1.296650384615385086e-02
1.267500000000001958e-01 1.333908384615385169e-02
1.280500000000001082e-01 1.372103538461538243e-02
1.293500000000002148e-01 1.410520000000000176e-02
1.306500000000000716e-01 1.449956153846153166e-02
1.319500000000000950e-01 1.490349769230768680e-02
1.332499999999999241e-01 1.531302461538461626e-02
1.345499999999999752e-01 1.573311384615384140e-02
1.358499999999999985e-01 1.616423230769230279e-02
1.371499999999998554e-01 1.659862692307692567e-02
